seqnames	start	end	width	strand	peak	feature	start_position	end_position	feature_strand	insideFeature	distancetoFeature	shortestDistance	fromOverlappingOrNearest
218	chr11	110317546	110318085	540	*	chr11.110317545.110318085	CATG00000006929	110316695	110317700	-	overlapStart	154	154	Overlapping
219	chr11	110902300	110902879	580	*	chr11.110902299.110902879	NA	NA	NA	NA	NA	NA	NA	NA
220	chr11	112012770	112013334	565	*	chr11.112012769.112013334	CATG00000003843	112013340	112015798	+	upstream	-570	6	Overlapping
221	chr11	112012770	112013334	565	*	chr11.112012769.112013334	ENSG00000150764	111927315	112022581	+	inside	85455	9247	Overlapping
222	chr11	112016469	112017835	1367	*	chr11.112016468.112017835	CATG00000003843	112013340	112015798	+	downstream	3129	671	Overlapping
223	chr11	112016469	112017835	1367	*	chr11.112016468.112017835	ENSG00000150764	111927315	112022581	+	inside	89154	4746	Overlapping
224	chr11	113254884	113255888	1005	*	chr11.113254883.113255888	ENSG00000149294	112961420	113280283	+	inside	293464	24395	Overlapping
225	chr11	114562556	114563470	915	*	chr11.114562555.114563470	CATG00000003902	114560100	114564372	+	inside	2456	902	Overlapping
226	chr11	115488553	115489369	817	*	chr11.115488552.115489369	ENSG00000182985	115164616	115504957	-	inside	16404	15588	Overlapping
227	chr11	116887947	116888174	228	*	chr11.116887946.116888174	ENSG00000160584	116843063	117098423	-	inside	210476	44884	Overlapping
228	chr11	116887947	116888174	228	*	chr11.116887946.116888174	ENSG00000231865	116886046	116891075	-	inside	3128	1901	Overlapping
229	chr11	119460533	119461766	1234	*	chr11.119460532.119461766	ENSG00000245248	119364296	119657616	+	inside	96237	96237	Overlapping
230	chr11	121936122	121937465	1344	*	chr11.121936121.121937465	CATG00000007231	121752811	122025937	-	inside	89815	88472	Overlapping
231	chr11	127890088	127891307	1220	*	chr11.127890087.127891307	CATG00000004270	127521723	127926011	+	inside	368365	34704	Overlapping
232	chr11	127890088	127891307	1220	*	chr11.127890087.127891307	CATG00000007399	127768960	128005835	-	inside	115747	114528	Overlapping
233	chr11	127890088	127891307	1220	*	chr11.127890087.127891307	CATG00000007400	127809795	127893099	-	inside	3011	1792	Overlapping
234	chr11	127890088	127891307	1220	*	chr11.127890087.127891307	CATG00000007404	127886206	128069265	-	inside	179177	3882	Overlapping
235	chr11	127890088	127891307	1220	*	chr11.127890087.127891307	CATG00000007405	127890297	127890641	-	includeFeature	553	209	Overlapping
236	chr11	127890088	127891307	1220	*	chr11.127890087.127891307	ENSG00000254612	127796126	127941694	-	inside	51606	50387	Overlapping
237	chr12	1706070	1707019	950	*	chr12.1706069.1707019	CATG00000007642	1704079	1708004	+	inside	1991	985	Overlapping
238	chr12	1706070	1707019	950	*	chr12.1706069.1707019	ENSG00000006831	1661998	1817732	+	inside	44072	44072	Overlapping
239	chr12	1706070	1707019	950	*	chr12.1706069.1707019	ENSG00000111186	1529837	1728305	+	inside	176233	21286	Overlapping
240	chr12	6211308	6212425	1118	*	chr12.6211307.6212425	ENSG00000010278	6199458	6247164	+	inside	11850	11850	Overlapping
241	chr12	7909853	7910602	750	*	chr12.7909852.7910602	ENSG00000059804	7812358	8018994	-	inside	109141	97495	Overlapping
242	chr12	9720899	9722400	1502	*	chr12.9720898.9722400	CATG00000007930	9722454	9722906	+	upstream	-1555	54	Overlapping
243	chr12	9720899	9722400	1502	*	chr12.9720898.9722400	ENSG00000184293	9702268	9733452	-	inside	12553	11052	Overlapping
244	chr12	10031223	10032218	996	*	chr12.10031222.10032218	ENSG00000134539	9960888	10330520	+	inside	70335	70335	Overlapping
245	chr12	10031223	10032218	996	*	chr12.10031222.10032218	ENSG00000172322	9951268	10359637	+	inside	79955	79955	Overlapping
246	chr12	10031223	10032218	996	*	chr12.10031222.10032218	ENSG00000197992	10030682	10067438	+	inside	541	541	Overlapping
247	chr12	10031223	10032218	996	*	chr12.10031222.10032218	ENSG00000256803	10015240	10031867	-	overlapStart	644	351	Overlapping
248	chr12	13241596	13242505	910	*	chr12.13241595.13242505	NA	NA	NA	NA	NA	NA	NA	NA
249	chr12	14833980	14834340	361	*	chr12.14833979.14834340	CATG00000008112	14834126	14845088	+	overlapStart	-146	146	Overlapping
250	chr12	14833980	14834340	361	*	chr12.14833979.14834340	ENSG00000111339	14822116	14843495	-	inside	9515	9155	Overlapping
251	chr12	14833980	14834340	361	*	chr12.14833979.14834340	ENSG00000182993	14802765	14920821	+	inside	31215	31215	Overlapping
252	chr12	18382411	18384012	1602	*	chr12.18382410.18384012	ENSG00000111404	18080698	18445900	-	inside	63489	61888	Overlapping
253	chr12	18382411	18384012	1602	*	chr12.18382410.18384012	ENSG00000139144	18242592	18746407	+	inside	139819	139819	Overlapping
254	chr12	19171799	19172482	684	*	chr12.19171798.19172482	ENSG00000052126	19129733	19383426	+	inside	42066	42066	Overlapping
255	chr12	19431514	19432656	1143	*	chr12.19431513.19432656	CATG00000008215	19349073	19479677	+	inside	82441	47021	Overlapping
256	chr12	19431514	19432656	1143	*	chr12.19431513.19432656	CATG00000011412	19430157	19438012	-	inside	6498	1357	Overlapping
257	chr12	19431514	19432656	1143	*	chr12.19431513.19432656	ENSG00000139154	19404032	19720801	+	inside	27482	27482	Overlapping
258	chr12	31491278	31492719	1442	*	chr12.31491277.31492719	ENSG00000170456	31381476	31591136	-	inside	99858	98417	Overlapping
259	chr12	40215876	40217305	1430	*	chr12.40215875.40217305	ENSG00000188906	40208926	40376091	+	inside	6950	6950	Overlapping
260	chr12	40215876	40217305	1430	*	chr12.40215875.40217305	ENSG00000225342	40186009	40225683	-	inside	9807	8378	Overlapping
261	chr12	43309936	43310489	554	*	chr12.43309935.43310489	CATG00000008679	43306233	43459280	+	inside	3703	3703	Overlapping
262	chr12	43309936	43310489	554	*	chr12.43309935.43310489	CATG00000008681	43310350	43311140	+	overlapStart	-414	139	Overlapping
263	chr12	51715815	51716151	337	*	chr12.51715814.51716151	ENSG00000196876	51530020	51835622	+	inside	185795	119471	Overlapping
264	chr12	53867141	53868195	1055	*	chr12.53867140.53868195	ENSG00000260030	53739706	53903779	+	inside	127435	35584	Overlapping
265	chr12	57079763	57080158	396	*	chr12.57079762.57080158	CATG00000012115	57080823	57080892	-	downstream	1129	665	Overlapping
266	chr12	57079763	57080158	396	*	chr12.57079762.57080158	ENSG00000166881	57053698	57088619	-	inside	8856	8461	Overlapping
267	chr12	57079763	57080158	396	*	chr12.57079762.57080158	ENSG00000166886	57078488	57095931	+	inside	1275	1275	Overlapping
268	chr12	58457958	58458556	599	*	chr12.58457957.58458556	CATG00000009205	58444731	58465507	+	inside	13227	6951	Overlapping
269	chr12	58459108	58459484	377	*	chr12.58459107.58459484	CATG00000009205	58444731	58465507	+	inside	14377	6023	Overlapping
270	chr12	58583583	58584212	630	*	chr12.58583582.58584212	ENSG00000257259	58565960	58815245	-	inside	231662	17623	Overlapping
271	chr12	58583583	58584212	630	*	chr12.58583582.58584212	ENSG00000258231	58514183	58813321	+	inside	69400	69400	Overlapping
272	chr12	59651272	59652006	735	*	chr12.59651271.59652006	ENSG00000118596	59596080	59790724	+	inside	55192	55192	Overlapping
273	chr12	63994545	63995062	518	*	chr12.63994544.63995062	ENSG00000196935	63843761	64176499	+	inside	150784	150784	Overlapping
274	chr12	67358606	67359413	808	*	chr12.67358605.67359413	CATG00000012325	67356627	67357905	-	upstream	-701	701	Overlapping
275	chr12	67358606	67359413	808	*	chr12.67358605.67359413	ENSG00000111530	67268907	67419406	+	inside	89699	59993	Overlapping
276	chr12	67358606	67359413	808	*	chr12.67358605.67359413	ENSG00000203585	67354558	67590660	+	inside	4048	4048	Overlapping
277	chr12	67358606	67359413	808	*	chr12.67358605.67359413	ENSG00000256037	67351565	67357829	+	downstream	7041	777	Overlapping
278	chr12	68007181	68007850	670	*	chr12.68007180.68007850	CATG00000012346	67848384	68118551	-	inside	111370	110701	Overlapping
279	chr12	68007181	68007850	670	*	chr12.68007180.68007850	ENSG00000255733	67989479	68234686	+	inside	17702	17702	Overlapping
280	chr12	69897623	69898546	924	*	chr12.69897622.69898546	ENSG00000166268	69825227	69960010	+	inside	72396	61464	Overlapping
281	chr12	70619508	70620357	850	*	chr12.70619507.70620357	ENSG00000127329	70512453	70637428	-	inside	17920	17071	Overlapping
282	chr12	77231363	77232642	1280	*	chr12.77231362.77232642	CATG00000012526	77214375	77317233	-	inside	85870	16988	Overlapping
283	chr12	90950976	90951692	717	*	chr12.90950975.90951692	ENSG00000197651	90905527	90955174	-	inside	4198	3482	Overlapping
284	chr12	92457561	92458048	488	*	chr12.92457560.92458048	ENSG00000266923	92421649	92483680	+	inside	35912	25632	Overlapping
285	chr12	92551725	92552854	1130	*	chr12.92551724.92552854	CATG00000009950	92550922	92555796	+	inside	803	803	Overlapping
286	chr12	92551725	92552854	1130	*	chr12.92551724.92552854	CATG00000012857	92478072	92745517	-	inside	193792	73653	Overlapping
287	chr12	92551725	92552854	1130	*	chr12.92551724.92552854	CATG00000012864	92549724	92554238	-	inside	2513	1384	Overlapping
288	chr12	103864818	103865882	1065	*	chr12.103864817.103865882	ENSG00000166598	103840524	103956702	+	inside	24294	24294	Overlapping
289	chr12	103864818	103865882	1065	*	chr12.103864817.103865882	ENSG00000214198	103841756	103930626	-	inside	65808	23062	Overlapping
290	chr12	104858281	104859579	1299	*	chr12.104858280.104859579	CATG00000010265	104858838	104871817	+	overlapStart	-557	557	Overlapping
291	chr12	104858281	104859579	1299	*	chr12.104858280.104859579	ENSG00000136052	104703805	104958746	-	inside	100465	99167	Overlapping
292	chr12	114241857	114242498	642	*	chr12.114241856.114242498	ENSG00000257476	114238970	114241920	-	overlapStart	63	63	Overlapping
293	chr12	122180574	122181153	580	*	chr12.122180573.122181153	NA	NA	NA	NA	NA	NA	NA	NA
294	chr12	132003719	132004216	498	*	chr12.132003718.132004216	CATG00000010942	131999996	132051994	+	inside	3723	3723	Overlapping
295	chr12	132003719	132004216	498	*	chr12.132003718.132004216	CATG00000013832	131992065	132004217	-	inside	498	1	Overlapping
296	chr12	132003719	132004216	498	*	chr12.132003718.132004216	ENSG00000183495	131949964	132083418	+	inside	53755	53755	Overlapping
297	chr13	20939656	20940539	884	*	chr13.20939655.20940539	ENSG00000233780	20931007	20949660	-	inside	10004	8649	Overlapping
298	chr13	23701240	23702307	1068	*	chr13.23701239.23702307	CATG00000014020	23701233	23735806	+	inside	7	7	Overlapping
299	chr13	23701240	23702307	1068	*	chr13.23701239.23702307	CATG00000014021	23702614	23703423	+	upstream	-1374	307	Overlapping
300	chr13	23701240	23702307	1068	*	chr13.23701239.23702307	CATG00000016522	23650543	23714962	-	inside	13722	12655	Overlapping
301	chr13	29733138	29734082	945	*	chr13.29733137.29734082	NA	NA	NA	NA	NA	NA	NA	NA
302	chr13	30338365	30339022	658	*	chr13.30338364.30339022	CATG00000014203	30307204	30345389	+	inside	31161	6367	Overlapping
303	chr13	30338365	30339022	658	*	chr13.30338364.30339022	ENSG00000238121	30339103	30377205	-	downstream	38840	81	Overlapping
304	chr13	32125220	32126660	1441	*	chr13.32125219.32126660	CATG00000016713	32124480	32124863	-	upstream	-357	357	Overlapping
305	chr13	32125220	32126660	1441	*	chr13.32125219.32126660	ENSG00000073910	32031170	32386745	+	inside	94050	94050	Overlapping
306	chr13	35891538	35892504	967	*	chr13.35891537.35892504	CATG00000014364	35858065	35907587	+	inside	33473	15083	Overlapping
307	chr13	35891538	35892504	967	*	chr13.35891537.35892504	ENSG00000133083	35766999	36164000	-	inside	272462	124539	Overlapping
308	chr13	36377528	36378675	1148	*	chr13.36377527.36378675	NA	NA	NA	NA	NA	NA	NA	NA
309	chr13	37681299	37682327	1029	*	chr13.37681298.37682327	ENSG00000133107	37629746	37871108	-	inside	189809	51553	Overlapping
310	chr13	41052559	41054508	1950	*	chr13.41052558.41054508	CATG00000014478	40864563	41538966	+	inside	187996	187996	Overlapping
311	chr13	41052559	41054508	1950	*	chr13.41052558.41054508	ENSG00000120690	40922438	41061384	-	inside	8825	6876	Overlapping
312	chr13	42594282	42595296	1015	*	chr13.42594281.42595296	ENSG00000120659	42383955	42608237	+	inside	210327	12941	Overlapping
313	chr13	43830206	43831487	1282	*	chr13.43830205.43831487	CATG00000016960	43829058	43832128	-	inside	1922	641	Overlapping
314	chr13	43830206	43831487	1282	*	chr13.43830205.43831487	ENSG00000151773	43823909	43880047	-	inside	49841	6297	Overlapping
315	chr13	47397684	47398416	733	*	chr13.47397683.47398416	NA	NA	NA	NA	NA	NA	NA	NA
316	chr13	50421122	50422226	1105	*	chr13.50421121.50422226	CATG00000014807	50179722	50509006	+	inside	241400	86780	Overlapping
317	chr13	50421122	50422226	1105	*	chr13.50421121.50422226	ENSG00000176124	50081644	50623377	+	inside	339478	201151	Overlapping
318	chr13	50523315	50523971	657	*	chr13.50523314.50523971	ENSG00000176124	50081644	50623377	+	inside	441671	99406	Overlapping
319	chr13	50523315	50523971	657	*	chr13.50523314.50523971	ENSG00000229323	50519037	50527336	-	inside	4021	3365	Overlapping
320	chr13	59879802	59880815	1014	*	chr13.59879801.59880815	ENSG00000139734	59658752	60163928	-	inside	284126	221050	Overlapping
321	chr13	75173688	75174395	708	*	chr13.75173687.75174395	CATG00000017487	74985083	75226294	-	inside	52606	51899	Overlapping
322	chr13	75173688	75174395	708	*	chr13.75173687.75174395	CATG00000017488	75029388	75420866	-	inside	247178	144300	Overlapping
323	chr13	76852972	76853847	876	*	chr13.76852971.76853847	CATG00000017508	76726120	76980272	-	inside	127300	126425	Overlapping
324	chr13	79987093	79988133	1041	*	chr13.79987092.79988133	CATG00000015453	79988822	80159336	+	upstream	-1729	689	Overlapping
325	chr13	79987093	79988133	1041	*	chr13.79987092.79988133	CATG00000017580	79938947	80030421	-	inside	43328	42288	Overlapping
326	chr13	93963292	93964626	1335	*	chr13.93963291.93964626	ENSG00000183098	93226511	94410750	+	inside	736781	446124	Overlapping
327	chr13	99150446	99151885	1440	*	chr13.99150445.99151885	NA	NA	NA	NA	NA	NA	NA	NA
328	chr13	101489490	101490969	1480	*	chr13.101489489.101490969	ENSG00000198542	101425840	101779492	+	inside	63650	63650	Overlapping
329	chr13	104953533	104955125	1593	*	chr13.104953532.104955125	CATG00000016083	104939841	105035880	+	inside	13692	13692	Overlapping
330	chr13	106284064	106285487	1424	*	chr13.106284063.106285487	CATG00000017973	106227505	106418596	-	inside	134532	56559	Overlapping
331	chr13	107068580	107069834	1255	*	chr13.107068579.107069834	CATG00000016124	107034760	107086967	+	inside	33820	17133	Overlapping
332	chr14	21085073	21085315	243	*	chr14.21085072.21085315	ENSG00000165801	21061264	21098102	+	inside	23809	12787	Overlapping
333	chr14	21085073	21085315	243	*	chr14.21085072.21085315	ENSG00000165804	21084009	21104720	-	inside	19647	1064	Overlapping
334	chr14	23145758	23146869	1112	*	chr14.23145757.23146869	ENSG00000092068	23125232	23243693	-	inside	97935	20526	Overlapping
335	chr14	31038477	31039242	766	*	chr14.31038476.31039242	CATG00000018450	31036553	31049198	+	inside	1924	1924	Overlapping
336	chr14	31038477	31039242	766	*	chr14.31038476.31039242	ENSG00000100478	31025010	31103282	+	inside	13467	13467	Overlapping
337	chr14	31441327	31442144	818	*	chr14.31441326.31442144	ENSG00000129480	31437412	31457478	-	inside	16151	3915	Overlapping
338	chr14	31441327	31442144	818	*	chr14.31441326.31442144	ENSG00000203546	31332723	31457426	-	inside	16099	15282	Overlapping
339	chr14	31441327	31442144	818	*	chr14.31441326.31442144	ENSG00000250365	31420099	31453252	+	inside	21228	11108	Overlapping
340	chr14	34718785	34719086	302	*	chr14.34718784.34719086	ENSG00000198604	34619505	34877302	-	inside	158517	99280	Overlapping
341	chr14	35196504	35197366	863	*	chr14.35196503.35197366	ENSG00000100890	35121839	35291351	+	inside	74665	74665	Overlapping
342	chr14	35196504	35197366	863	*	chr14.35196503.35197366	ENSG00000258790	35121839	35338195	+	inside	74665	74665	Overlapping
343	chr14	38238020	38239545	1526	*	chr14.38238019.38239545	ENSG00000176435	38000224	38272780	-	inside	34760	33235	Overlapping
344	chr14	44112783	44113387	605	*	chr14.44112782.44113387	NA	NA	NA	NA	NA	NA	NA	NA
345	chr14	59281660	59282852	1193	*	chr14.59281659.59282852	ENSG00000100592	59188669	59375516	+	inside	92991	92664	Overlapping
346	chr14	59438034	59439014	981	*	chr14.59438033.59439014	CATG00000021285	59396441	59559256	-	inside	121222	41593	Overlapping
347	chr14	59438034	59439014	981	*	chr14.59438033.59439014	CATG00000021287	59439923	59441070	-	downstream	3036	909	Overlapping
348	chr14	59438034	59439014	981	*	chr14.59438033.59439014	ENSG00000126790	59312969	59487819	-	inside	49785	48805	Overlapping
349	chr14	59438034	59439014	981	*	chr14.59438033.59439014	ENSG00000181619	59376944	59471619	-	inside	33585	32605	Overlapping
350	chr14	63504432	63505326	895	*	chr14.63504431.63505326	CATG00000019244	63492620	63511737	+	inside	11812	6411	Overlapping
351	chr14	63504432	63505326	895	*	chr14.63504431.63505326	ENSG00000154001	63354563	63543342	-	inside	38910	38016	Overlapping
352	chr14	67003067	67004208	1142	*	chr14.67003066.67004208	ENSG00000171723	66363976	67190571	+	inside	639091	186363	Overlapping
353	chr14	74888247	74889045	799	*	chr14.74888246.74889045	ENSG00000119689	74881925	74904566	+	inside	6322	6322	Overlapping
354	chr14	77787149	77787860	712	*	chr14.77787148.77787860	NA	NA	NA	NA	NA	NA	NA	NA
355	chr14	81144287	81144596	310	*	chr14.81144286.81144596	ENSG00000165409	80954989	81149641	+	inside	189298	5045	Overlapping
356	chr14	81144287	81144596	310	*	chr14.81144286.81144596	ENSG00000258999	80862747	81170399	-	inside	26112	25803	Overlapping
357	chr14	84465751	84466379	629	*	chr14.84465750.84466379	NA	NA	NA	NA	NA	NA	NA	NA
358	chr14	87805121	87805928	808	*	chr14.87805120.87805928	ENSG00000258807	87626550	87872367	-	inside	67246	66439	Overlapping
359	chr14	89855752	89856586	835	*	chr14.89855751.89856586	ENSG00000140025	89789342	89957906	-	inside	102154	66410	Overlapping
360	chr14	89855752	89856586	835	*	chr14.89855751.89856586	ENSG00000259053	89412312	89954730	-	inside	98978	98144	Overlapping
361	chr14	90969539	90970656	1118	*	chr14.90969538.90970656	ENSG00000100784	90847321	91061669	-	inside	92130	91013	Overlapping
362	chr14	91229687	91230110	424	*	chr14.91229686.91230110	ENSG00000119714	91219050	91265516	-	inside	35829	10637	Overlapping
363	chr14	91229687	91230110	424	*	chr14.91229686.91230110	ENSG00000133943	91060333	91240784	+	inside	169354	10674	Overlapping
364	chr14	103198490	103199637	1148	*	chr14.103198489.103199637	CATG00000022131	103195954	103209059	-	inside	10569	2536	Overlapping
365	chr15	34855033	34856291	1259	*	chr15.34855032.34856291	ENSG00000021776	34832302	34980423	-	inside	125390	22731	Overlapping
366	chr15	35281540	35282299	760	*	chr15.35281539.35282299	CATG00000024543	35282320	35283334	-	downstream	1794	21	Overlapping
367	chr15	35281540	35282299	760	*	chr15.35281539.35282299	ENSG00000259336	35079339	35328933	-	inside	47393	46634	Overlapping
368	chr15	35281540	35282299	760	*	chr15.35281539.35282299	ENSG00000259710	35282967	35282980	+	upstream	-1427	668	Overlapping
369	chr15	35727997	35728890	894	*	chr15.35727996.35728890	ENSG00000248079	35545621	35975976	+	inside	182376	182376	Overlapping
370	chr15	39851709	39852669	961	*	chr15.39851708.39852669	ENSG00000166073	39786997	39920936	-	inside	69227	64712	Overlapping
371	chr15	42284652	42286031	1380	*	chr15.42284651.42286031	ENSG00000214013	42273201	42412412	+	inside	11451	11451	Overlapping
372	chr15	42289223	42289505	283	*	chr15.42289222.42289505	ENSG00000214013	42273201	42412412	+	inside	16022	16022	Overlapping
373	chr15	50165774	50166827	1054	*	chr15.50165773.50166827	CATG00000022983	50100753	50214025	+	inside	65021	47198	Overlapping
374	chr15	50165774	50166827	1054	*	chr15.50165773.50166827	ENSG00000104043	49338226	50182833	-	inside	17059	16006	Overlapping
375	chr15	58440114	58441196	1083	*	chr15.58440113.58441196	ENSG00000128918	57948515	58497866	-	inside	57752	56670	Overlapping
376	chr15	58440114	58441196	1083	*	chr15.58440113.58441196	ENSG00000166035	58396975	58570438	+	inside	43139	43139	Overlapping
377	chr15	58440114	58441196	1083	*	chr15.58440113.58441196	ENSG00000259293	58434890	58498858	-	inside	58744	5224	Overlapping
378	chr15	63939643	63940432	790	*	chr15.63939642.63940432	ENSG00000035664	63906504	64072051	-	inside	132408	33139	Overlapping
379	chr15	63939643	63940432	790	*	chr15.63939642.63940432	ENSG00000259351	63928274	63941732	+	inside	11369	1300	Overlapping
380	chr15	64521666	64522686	1021	*	chr15.64521665.64522686	CATG00000025270	64501681	64634712	-	inside	113046	19985	Overlapping
381	chr15	64521666	64522686	1021	*	chr15.64521665.64522686	ENSG00000180357	64459573	64700738	+	inside	62093	62093	Overlapping
382	chr15	65659357	65660480	1124	*	chr15.65659356.65660480	ENSG00000074621	65611365	65662184	+	inside	47992	1704	Overlapping
383	chr15	65659357	65660480	1124	*	chr15.65659356.65660480	ENSG00000174485	65621368	65792673	-	inside	133316	37989	Overlapping
384	chr15	70426305	70427818	1514	*	chr15.70426304.70427818	CATG00000023492	70427321	70428877	+	overlapStart	-1016	497	Overlapping
385	chr15	70426305	70427818	1514	*	chr15.70426304.70427818	CATG00000025410	70129563	70586606	-	inside	160301	158788	Overlapping
386	chr15	70426305	70427818	1514	*	chr15.70426304.70427818	CATG00000025423	70417254	70475210	-	inside	48905	9051	Overlapping
387	chr15	70437800	70438398	599	*	chr15.70437799.70438398	CATG00000025410	70129563	70586606	-	inside	148806	148208	Overlapping
388	chr15	70437800	70438398	599	*	chr15.70437799.70438398	CATG00000025423	70417254	70475210	-	inside	37410	20546	Overlapping
389	chr15	71251498	71252743	1246	*	chr15.71251497.71252743	ENSG00000187720	71096896	71786298	+	inside	154602	154602	Overlapping
390	chr15	73930376	73930751	376	*	chr15.73930375.73930751	ENSG00000129038	73919998	73952800	+	inside	10378	10378	Overlapping
391	chr15	73930376	73930751	376	*	chr15.73930375.73930751	ENSG00000261801	73907895	73947224	-	inside	16848	16473	Overlapping
392	chr15	74725483	74726722	1240	*	chr15.74725482.74726722	CATG00000023623	74725596	74730101	+	overlapStart	-113	113	Overlapping
393	chr15	74725483	74726722	1240	*	chr15.74725482.74726722	ENSG00000140465	74719539	74726567	-	overlapStart	1084	155	Overlapping
394	chr15	75036133	75036755	623	*	chr15.75036132.75036755	ENSG00000138621	75023590	75170052	+	inside	12543	12543	Overlapping
395	chr15	78879584	78880503	920	*	chr15.78879583.78880503	ENSG00000185787	78810487	78932545	+	inside	69097	52042	Overlapping
396	chr15	80870838	80871384	547	*	chr15.80870837.80871384	ENSG00000103888	80779371	81147128	+	inside	91467	91467	Overlapping
397	chr15	80967364	80968056	693	*	chr15.80967363.80968056	ENSG00000103888	80779371	81147128	+	inside	187993	179072	Overlapping
398	chr15	80967364	80968056	693	*	chr15.80967363.80968056	ENSG00000117899	80946281	80989815	-	inside	22451	21083	Overlapping
399	chr15	85527874	85528448	575	*	chr15.85527873.85528448	ENSG00000170776	85380367	85970143	+	inside	147507	147507	Overlapping
400	chr16	17497491	17497995	505	*	chr16.17497490.17497995	NA	NA	NA	NA	NA	NA	NA	NA
401	chr16	22939619	22940315	697	*	chr16.22939618.22940315	CATG00000028934	22918089	22942872	-	inside	3253	2557	Overlapping
402	chr16	28507869	28508434	566	*	chr16.28507868.28508434	ENSG00000197272	28498903	28526373	-	inside	18504	8966	Overlapping
403	chr16	30796876	30797417	542	*	chr16.30796875.30797417	ENSG00000262026	30778458	30821875	+	inside	18418	18418	Overlapping
404	chr16	51839591	51840422	832	*	chr16.51839590.51840422	ENSG00000260057	51754370	51875560	+	inside	85221	35138	Overlapping
405	chr16	51887839	51888867	1029	*	chr16.51887838.51888867	NA	NA	NA	NA	NA	NA	NA	NA
406	chr16	54425711	54426203	493	*	chr16.54425710.54426203	CATG00000027352	54311740	54619194	+	inside	113971	113971	Overlapping
407	chr16	54425711	54426203	493	*	chr16.54425710.54426203	CATG00000027353	54326574	54435247	+	inside	99137	9044	Overlapping
408	chr16	54425711	54426203	493	*	chr16.54425710.54426203	CATG00000029308	54412754	54431528	-	inside	5817	5325	Overlapping
409	chr16	64151948	64152709	762	*	chr16.64151947.64152709	CATG00000029554	64042085	64225873	-	inside	73925	73164	Overlapping
410	chr16	70800443	70801482	1040	*	chr16.70800442.70801482	CATG00000027754	70801269	70802104	+	overlapStart	-826	213	Overlapping
411	chr16	70800443	70801482	1040	*	chr16.70800442.70801482	ENSG00000103043	70686340	70801158	-	overlapStart	715	324	Overlapping
412	chr16	70800443	70801482	1040	*	chr16.70800442.70801482	ENSG00000157423	70801928	71270587	-	downstream	470144	446	Overlapping
413	chr16	80250131	80250899	769	*	chr16.80250130.80250899	CATG00000030019	80249443	80250447	-	overlapStart	316	316	Overlapping
414	chr16	80250131	80250899	769	*	chr16.80250130.80250899	ENSG00000259867	80154544	80563235	-	inside	313104	95587	Overlapping
415	chr16	83005342	83006146	805	*	chr16.83005341.83006146	ENSG00000140945	82626380	83796740	+	inside	378962	378962	Overlapping
416	chr16	83305042	83305533	492	*	chr16.83305041.83305533	ENSG00000140945	82626380	83796740	+	inside	678662	491207	Overlapping
417	chr16	83530166	83531014	849	*	chr16.83530165.83531014	CATG00000028076	83495823	83734734	+	inside	34343	34343	Overlapping
418	chr16	83530166	83531014	849	*	chr16.83530165.83531014	ENSG00000140945	82626380	83796740	+	inside	903786	265726	Overlapping
419	chr16	84013813	84014650	838	*	chr16.84013812.84014650	ENSG00000166558	84008939	84043945	-	inside	30132	4874	Overlapping
420	chr16	86436284	86437321	1038	*	chr16.86436283.86437321	ENSG00000268473	86434830	86435890	-	upstream	-394	394	Overlapping
421	chr16	87560448	87561226	779	*	chr16.87560447.87561226	NA	NA	NA	NA	NA	NA	NA	NA
422	chr16	89995043	89996195	1153	*	chr16.89995042.89996195	ENSG00000223959	89972581	90002161	+	inside	22462	5966	Overlapping
423	chr17	4087861	4088883	1023	*	chr17.4087860.4088883	ENSG00000074755	4002521	4144091	-	inside	56230	55208	Overlapping
424	chr17	5630271	5631079	809	*	chr17.5630270.5631079	NA	NA	NA	NA	NA	NA	NA	NA
425	chr17	5775990	5776608	619	*	chr17.5775989.5776608	CATG00000032893	5772973	5781397	-	inside	5407	3017	Overlapping
426	chr17	5775990	5776608	619	*	chr17.5775989.5776608	ENSG00000179314	5772215	6133940	+	inside	3775	3775	Overlapping
427	chr17	6589211	6589886	676	*	chr17.6589210.6589886	ENSG00000198920	6577475	6641481	-	inside	52270	11736	Overlapping
428	chr17	7060146	7061018	873	*	chr17.7060145.7061018	ENSG00000174327	7035343	7092209	+	inside	24803	24803	Overlapping
429	chr17	7060146	7061018	873	*	chr17.7060145.7061018	ENSG00000262067	7059114	7059431	+	downstream	1032	715	Overlapping
430	chr17	7060146	7061018	873	*	chr17.7060145.7061018	ENSG00000262302	7013219	7263970	-	inside	203824	46927	Overlapping
431	chr17	13520897	13521237	341	*	chr17.13520896.13521237	CATG00000030746	13521139	13522435	+	overlapStart	-242	98	Overlapping
432	chr17	13520897	13521237	341	*	chr17.13520896.13521237	ENSG00000153976	13475560	13602073	-	inside	81176	45337	Overlapping
433	chr17	19769921	19770654	734	*	chr17.19769920.19770654	ENSG00000083290	19743119	19868110	-	inside	98189	26802	Overlapping
434	chr17	27206533	27207697	1165	*	chr17.27206532.27207697	CATG00000033246	27202893	27207120	-	overlapStart	587	577	Overlapping
435	chr17	27376391	27377494	1104	*	chr17.27376390.27377494	ENSG00000266356	27374116	27413981	-	inside	37590	2275	Overlapping
436	chr17	28380128	28380646	519	*	chr17.28380127.28380646	ENSG00000004139	28379590	28398128	+	inside	538	538	Overlapping
