seqnames	start	end	width	strand	peak	feature	start_position	end_position	feature_strand	insideFeature	distancetoFeature	shortestDistance	fromOverlappingOrNearest
519	chr13	52664169	52665553	1385	*	peak_244359	ENSG00000165416.14	52652709	52700909	+	inside	11460	11460	Overlapping
520	chr13	59770278	59771324	1047	*	peak_246147	ENSG00000139734.18	59665583	60163987	-	inside	393709	104695	Overlapping
521	chr13	59792603	59793294	692	*	peak_246159	ENSG00000139734.18	59665583	60163987	-	inside	371384	127020	Overlapping
522	chr13	59879278	59880527	1250	*	peak_246207	ENSG00000139734.18	59665583	60163987	-	inside	284709	213695	Overlapping
523	chr13	59908667	59909183	517	*	peak_246227	ENSG00000139734.18	59665583	60163987	-	inside	255320	243084	Overlapping
524	chr13	59941100	59941408	309	*	peak_246247	ENSG00000139734.18	59665583	60163987	-	inside	222887	222579	Overlapping
525	chr13	59959948	59961733	1786	*	peak_246260	ENSG00000139734.18	59665583	60163987	-	inside	204039	202254	Overlapping
526	chr13	60016476	60016979	504	*	peak_246297	ENSG00000139734.18	59665583	60163987	-	inside	147511	147008	Overlapping
527	chr13	60016476	60016979	504	*	peak_246297	ENSG00000227528.6	60012734	60044357	+	inside	3742	3742	Overlapping
528	chr13	60022220	60023155	936	*	peak_246301	ENSG00000139734.18	59665583	60163987	-	inside	141767	140832	Overlapping
529	chr13	60022220	60023155	936	*	peak_246301	ENSG00000227528.6	60012734	60044357	+	inside	9486	9486	Overlapping
530	chr13	60133818	60136409	2592	*	peak_246370	ENSG00000139734.18	59665583	60163987	-	inside	30169	27578	Overlapping
531	chr13	60143125	60145120	1996	*	peak_246377	ENSG00000139734.18	59665583	60163987	-	inside	20862	18867	Overlapping
532	chr13	60143125	60145120	1996	*	peak_246377	ENSG00000223815.2	60144648	60153678	+	overlapStart	-1523	472	Overlapping
533	chr13	60157618	60159704	2087	*	peak_246392	ENSG00000139734.18	59665583	60163987	-	inside	6369	4283	Overlapping
534	chr13	60159735	60159971	237	*	peak_246393	ENSG00000139734.18	59665583	60163987	-	inside	4252	4016	Overlapping
535	chr13	64725754	64726331	578	*	peak_247581	NA	NA	NA	NA	NA	NA	NA	NA
536	chr13	66519690	66520118	429	*	peak_248027	ENSG00000184226.15	66302834	67230445	-	inside	710755	216856	Overlapping
537	chr13	72120802	72123001	2200	*	peak_249604	NA	NA	NA	NA	NA	NA	NA	NA
538	chr13	72721226	72724295	3070	*	peak_249792	ENSG00000204899.6	72708367	72727629	-	inside	6403	3334	Overlapping
539	chr13	72724339	72724549	211	*	peak_249793	ENSG00000204899.6	72708367	72727629	-	inside	3290	3080	Overlapping
540	chr13	72739224	72739621	398	*	peak_249802	ENSG00000136122.16	72727749	72756198	+	inside	11475	11475	Overlapping
541	chr13	73513190	73514158	969	*	peak_250180	ENSG00000224853.3	73413473	73661891	-	inside	148701	99717	Overlapping
542	chr13	73753775	73754898	1124	*	peak_250292	ENSG00000118922.17	73686089	73995056	-	inside	241281	67686	Overlapping
543	chr13	77191676	77191945	270	*	peak_251582	ENSG00000005810.18	77044657	77327094	-	inside	135418	135149	Overlapping
544	chr13	77274845	77275414	570	*	peak_251641	ENSG00000005810.18	77044657	77327094	-	inside	52249	51680	Overlapping
545	chr13	77510293	77510502	210	*	peak_251738	NA	NA	NA	NA	NA	NA	NA	NA
546	chr13	78636156	78637510	1355	*	peak_252095	ENSG00000152193.8	78614289	78659155	-	inside	22999	21645	Overlapping
547	chr13	79367452	79367939	488	*	peak_252350	ENSG00000139746.15	79311824	79406477	-	inside	39025	38538	Overlapping
548	chr13	84418102	84418910	809	*	peak_253813	ENSG00000288016.1	84086802	84448603	+	inside	331300	29693	Overlapping
549	chr13	89751490	89752399	910	*	peak_255120	ENSG00000271395.2	89402398	89818453	+	inside	349092	66054	Overlapping
550	chr13	91690743	91691286	544	*	peak_255656	ENSG00000179399.15	91398621	92873682	+	inside	292122	292122	Overlapping
551	chr13	100629539	100631945	2407	*	peak_259164	ENSG00000125247.15	100603927	100675093	-	inside	45554	25612	Overlapping
552	chr13	103100209	103103055	2847	*	peak_260205	NA	NA	NA	NA	NA	NA	NA	NA
553	chr13	110516941	110543809	26869	*	peak_262681	ENSG00000139832.5	110523066	110561722	-	overlapEnd	44781	6125	Overlapping
554	chr13	110545199	110548435	3237	*	peak_262684	ENSG00000139832.5	110523066	110561722	-	inside	16523	13287	Overlapping
555	chr13	110552743	110563881	11139	*	peak_262686	ENSG00000139832.5	110523066	110561722	-	overlapStart	8979	2159	Overlapping
556	chr14	21414202	21414584	383	*	peak_264702	ENSG00000100888.13	21385194	21456126	-	inside	41924	29008	Overlapping
557	chr14	22293136	22293407	272	*	peak_265009	ENSG00000251002.8	22197446	22482959	-	inside	189823	95690	Overlapping
558	chr14	30572118	30574599	2482	*	peak_267465	ENSG00000092140.16	30559158	30620064	+	inside	12960	12960	Overlapping
559	chr14	30572118	30574599	2482	*	peak_267465	ENSG00000257636.6	30437992	30573629	-	overlapStart	1511	970	Overlapping
560	chr14	31502805	31507349	4545	*	peak_267955	ENSG00000151413.17	31489956	31861224	+	inside	12849	12849	Overlapping
561	chr14	35549397	35550414	1018	*	peak_269767	ENSG00000174373.16	35538352	35809304	-	inside	259907	11045	Overlapping
562	chr14	42407465	42407916	452	*	peak_272017	ENSG00000258394.1	42362983	42703655	+	inside	44482	44482	Overlapping
563	chr14	45144248	45145293	1046	*	peak_272766	ENSG00000187790.11	45135930	45200890	+	inside	8318	8318	Overlapping
564	chr14	45200532	45203792	3261	*	peak_272798	ENSG00000129534.14	45203190	45253540	-	overlapEnd	53008	602	Overlapping
565	chr14	45200532	45203792	3261	*	peak_272798	ENSG00000187790.11	45135930	45200890	+	overlapEnd	64602	358	Overlapping
566	chr14	50488111	50490988	2878	*	peak_274230	ENSG00000012983.11	50418501	50561126	-	inside	73015	69610	Overlapping
567	chr14	50966999	50969000	2002	*	peak_274447	NA	NA	NA	NA	NA	NA	NA	NA
568	chr14	51959660	51960053	394	*	peak_274825	ENSG00000186469.8	51826195	51979342	+	inside	133465	19289	Overlapping
569	chr14	52666063	52666266	204	*	peak_275101	ENSG00000197930.13	52639915	52695900	-	inside	29837	26148	Overlapping
570	chr14	54986707	54987372	666	*	peak_275974	ENSG00000198554.12	54938949	55027105	-	inside	40398	39733	Overlapping
571	chr14	62000058	62007452	7395	*	peak_278572	ENSG00000139973.16	61811974	62112550	+	inside	188084	105098	Overlapping
572	chr14	62025979	62032686	6708	*	peak_278579	ENSG00000139973.16	61811974	62112550	+	inside	214005	79864	Overlapping
573	chr14	62052890	62053404	515	*	peak_278584	ENSG00000139973.16	61811974	62112550	+	inside	240916	59146	Overlapping
574	chr14	62070560	62072205	1646	*	peak_278596	ENSG00000139973.16	61811974	62112550	+	inside	258586	40345	Overlapping
575	chr14	62070560	62072205	1646	*	peak_278596	ENSG00000258842.1	62069518	62081154	-	inside	10594	1042	Overlapping
576	chr14	65664538	65664896	359	*	peak_279940	ENSG00000033170.16	65410592	65744121	+	inside	253946	79225	Overlapping
577	chr14	72028183	72028419	237	*	peak_282528	ENSG00000182732.18	71932429	72566530	+	inside	95754	95754	Overlapping
578	chr14	73610384	73613938	3555	*	peak_283292	ENSG00000205669.3	73610945	73619888	+	overlapStart	-561	561	Overlapping
579	chr14	73610384	73613938	3555	*	peak_283292	ENSG00000258603.4	73555115	73633941	-	inside	23557	20003	Overlapping
580	chr14	74798649	74800279	1631	*	peak_283803	ENSG00000119596.18	74763316	74859435	+	inside	35333	35333	Overlapping
581	chr14	74840217	74842658	2442	*	peak_283834	ENSG00000119596.18	74763316	74859435	+	inside	76901	16777	Overlapping
582	chr14	75337433	75345168	7736	*	peak_283986	NA	NA	NA	NA	NA	NA	NA	NA
583	chr14	75576489	75583126	6638	*	peak_284080	ENSG00000119686.10	75578620	75663214	+	overlapStart	-2131	2131	Overlapping
584	chr14	75576489	75583126	6638	*	peak_284080	ENSG00000224721.1	75574888	75579588	-	overlapStart	3099	1601	Overlapping
585	chr14	75606976	75617457	10482	*	peak_284099	ENSG00000119686.10	75578620	75663214	+	inside	28356	28356	Overlapping
586	chr14	75688428	75689830	1403	*	peak_284127	ENSG00000119685.20	75633625	75955079	+	inside	54803	54803	Overlapping
587	chr14	77049763	77057312	7550	*	peak_284661	ENSG00000246548.3	77041064	77069503	+	inside	8699	8699	Overlapping
588	chr14	77049763	77057312	7550	*	peak_284661	ENSG00000258473.2	77048172	77086457	-	inside	36694	1591	Overlapping
589	chr14	86227645	86227921	277	*	peak_287725	NA	NA	NA	NA	NA	NA	NA	NA
590	chr14	86998656	87001054	2399	*	peak_287943	NA	NA	NA	NA	NA	NA	NA	NA
591	chr14	87003418	87003636	219	*	peak_287947	NA	NA	NA	NA	NA	NA	NA	NA
592	chr14	87039548	87053676	14129	*	peak_287968	NA	NA	NA	NA	NA	NA	NA	NA
593	chr14	87054222	87089383	35162	*	peak_287969	NA	NA	NA	NA	NA	NA	NA	NA
594	chr14	87094272	87164536	70265	*	peak_287971	NA	NA	NA	NA	NA	NA	NA	NA
595	chr14	87232532	87235436	2905	*	peak_288002	NA	NA	NA	NA	NA	NA	NA	NA
596	chr14	87309186	87311039	1854	*	peak_288063	NA	NA	NA	NA	NA	NA	NA	NA
597	chr14	87482848	87484353	1506	*	peak_288133	ENSG00000258859.1	87353070	87573022	-	inside	90174	88669	Overlapping
598	chr14	87933848	87934126	279	*	peak_288283	ENSG00000054983.17	87837820	87993665	-	inside	59817	59539	Overlapping
599	chr14	90621527	90635614	14088	*	peak_289474	ENSG00000165914.15	90524564	90816479	-	inside	194952	96963	Overlapping
600	chr14	90651147	90683865	32719	*	peak_289476	ENSG00000165914.15	90524564	90816479	-	inside	165332	126583	Overlapping
601	chr14	90651147	90683865	32719	*	peak_289476	ENSG00000258437.1	90675118	90676294	+	includeFeature	-23971	7571	Overlapping
602	chr14	92486593	92496262	9670	*	peak_290214	ENSG00000140090.17	92322581	92501483	+	inside	164012	5221	Overlapping
603	chr14	92561131	92566737	5607	*	peak_290233	ENSG00000100599.16	92513781	92688994	+	inside	47350	47350	Overlapping
604	chr14	96564799	96586777	21979	*	peak_291871	ENSG00000090060.18	96501433	96567111	+	overlapEnd	63366	2312	Overlapping
605	chr14	96815527	96819260	3734	*	peak_291957	ENSG00000100749.8	96797382	96931722	+	inside	18145	18145	Overlapping
606	chr14	96820015	96822886	2872	*	peak_291959	ENSG00000100749.8	96797382	96931722	+	inside	22633	22633	Overlapping
607	chr14	96842980	96844163	1184	*	peak_291978	ENSG00000100749.8	96797382	96931722	+	inside	45598	45598	Overlapping
608	chr14	96849571	96850811	1241	*	peak_291984	ENSG00000100749.8	96797382	96931722	+	inside	52189	52189	Overlapping
609	chr14	96886421	96891013	4593	*	peak_292009	ENSG00000100749.8	96797382	96931722	+	inside	89039	40709	Overlapping
610	chr14	102665702	102666252	551	*	peak_294274	ENSG00000089902.10	102592649	102730561	+	inside	73053	64309	Overlapping
611	chr14	103070107	103076567	6461	*	peak_294479	NA	NA	NA	NA	NA	NA	NA	NA
612	chr14	105314714	105318817	4104	*	peak_295379	ENSG00000179364.13	105300563	105398147	+	inside	14151	14151	Overlapping
613	chr14	105314714	105318817	4104	*	peak_295379	ENSG00000185024.17	105209286	105315589	-	overlapStart	875	875	Overlapping
614	chr15	25730754	25744620	13867	*	peak_296762	ENSG00000206190.11	25677273	25865172	-	inside	134418	53481	Overlapping
615	chr15	25730754	25744620	13867	*	peak_296762	ENSG00000222123.1	25738508	25738620	+	includeFeature	-7754	6000	Overlapping
616	chr15	25855767	25864526	8760	*	peak_296802	ENSG00000206190.11	25677273	25865172	-	inside	9405	646	Overlapping
617	chr15	25855767	25864526	8760	*	peak_296802	ENSG00000259011.1	25865295	25877211	+	upstream	-9528	769	Overlapping
618	chr15	29834034	29842655	8622	*	peak_298244	ENSG00000104067.16	29699367	29968865	-	inside	134831	126210	Overlapping
619	chr15	32633054	32637922	4869	*	peak_298862	ENSG00000198826.11	32615144	32639941	+	inside	17910	2019	Overlapping
620	chr15	32633054	32637922	4869	*	peak_298862	ENSG00000285948.1	32624106	32641615	-	inside	8561	3693	Overlapping
621	chr15	32641016	32643477	2462	*	peak_298868	ENSG00000166922.8	32641676	32697098	+	overlapStart	-660	660	Overlapping
622	chr15	32641016	32643477	2462	*	peak_298868	ENSG00000285948.1	32624106	32641615	-	overlapStart	599	599	Overlapping
623	chr15	39757805	39758196	392	*	peak_301748	ENSG00000150667.8	39588357	39782841	-	inside	25036	24645	Overlapping
624	chr15	40159905	40165708	5804	*	peak_301974	ENSG00000156970.12	40161023	40221136	+	overlapStart	-1118	1118	Overlapping
625	chr15	40619028	40619344	317	*	peak_302175	ENSG00000137812.19	40594020	40664342	+	inside	25008	25008	Overlapping
626	chr15	41718411	41719003	593	*	peak_302761	ENSG00000174197.16	41621224	41773081	+	inside	97187	54078	Overlapping
627	chr15	41718411	41719003	593	*	peak_302761	ENSG00000270702.1	41718370	41718672	-	overlapStart	261	41	Overlapping
628	chr15	41761066	41761323	258	*	peak_302794	ENSG00000174197.16	41621224	41773081	+	inside	139842	11758	Overlapping
629	chr15	42223121	42226150	3030	*	peak_302993	ENSG00000103978.15	42210452	42273663	-	inside	50542	12669	Overlapping
630	chr15	42223121	42226150	3030	*	peak_302993	ENSG00000261002.5	42208413	42226990	+	inside	14708	840	Overlapping
631	chr15	43229211	43231583	2373	*	peak_303498	NA	NA	NA	NA	NA	NA	NA	NA
632	chr15	43469266	43471197	1932	*	peak_303623	ENSG00000067369.13	43403061	43510728	-	inside	41462	39531	Overlapping
633	chr15	44405155	44405465	311	*	peak_304001	ENSG00000166734.20	44288719	44415758	+	inside	116436	10293	Overlapping
634	chr15	44405155	44405465	311	*	peak_304001	ENSG00000259595.1	44402685	44427144	-	inside	21989	2470	Overlapping
635	chr15	50330337	50332788	2452	*	peak_306304	ENSG00000104064.17	50275392	50355408	-	inside	25071	22620	Overlapping
636	chr15	51964955	51966460	1506	*	peak_307122	ENSG00000069956.12	51952106	52067375	+	inside	12849	12849	Overlapping
637	chr15	51964955	51966460	1506	*	peak_307122	ENSG00000166477.13	51938025	51971778	-	inside	6823	5318	Overlapping
638	chr15	52325137	52325348	212	*	peak_307284	ENSG00000197535.14	52307283	52529050	-	inside	203913	17854	Overlapping
639	chr15	56410472	56412128	1657	*	peak_308553	ENSG00000151575.14	56244009	56445997	+	inside	166463	33869	Overlapping
640	chr15	56410472	56412128	1657	*	peak_308553	ENSG00000261823.1	56408483	56410186	-	upstream	-286	286	Overlapping
641	chr15	56690800	56692230	1431	*	peak_308681	ENSG00000137871.20	56630181	56734086	-	inside	43286	41856	Overlapping
642	chr15	56690800	56692230	1431	*	peak_308681	ENSG00000285253.1	56652488	56918571	-	inside	227771	38312	Overlapping
643	chr15	56962182	56965828	3647	*	peak_308811	ENSG00000140262.17	56918623	57299281	+	inside	43559	43559	Overlapping
644	chr15	57225944	57232880	6937	*	peak_308967	ENSG00000140262.17	56918623	57299281	+	inside	307321	66401	Overlapping
645	chr15	57273267	57276625	3359	*	peak_308988	ENSG00000140262.17	56918623	57299281	+	inside	354644	22656	Overlapping
646	chr15	59139857	59141739	1883	*	peak_309919	ENSG00000157483.8	59132434	59372900	-	inside	233043	7423	Overlapping
647	chr15	62919561	62924236	4676	*	peak_311560	NA	NA	NA	NA	NA	NA	NA	NA
648	chr15	64179291	64181961	2671	*	peak_312067	ENSG00000169118.18	64165525	64356173	-	inside	176882	13766	Overlapping
649	chr15	64179291	64181961	2671	*	peak_312067	ENSG00000259316.11	64181180	64381440	-	overlapEnd	202149	781	Overlapping
650	chr15	64187502	64189671	2170	*	peak_312071	ENSG00000169118.18	64165525	64356173	-	inside	168671	21977	Overlapping
651	chr15	64187502	64189671	2170	*	peak_312071	ENSG00000259316.11	64181180	64381440	-	inside	193938	6322	Overlapping
652	chr15	64209035	64211321	2287	*	peak_312085	ENSG00000169118.18	64165525	64356173	-	inside	147138	43510	Overlapping
653	chr15	64209035	64211321	2287	*	peak_312085	ENSG00000259316.11	64181180	64381440	-	inside	172405	27855	Overlapping
654	chr15	64229091	64229674	584	*	peak_312096	ENSG00000169118.18	64165525	64356173	-	inside	127082	63566	Overlapping
655	chr15	64229091	64229674	584	*	peak_312096	ENSG00000259316.11	64181180	64381440	-	inside	152349	47911	Overlapping
656	chr15	64278753	64279440	688	*	peak_312129	ENSG00000169118.18	64165525	64356173	-	inside	77420	76733	Overlapping
657	chr15	64278753	64279440	688	*	peak_312129	ENSG00000259316.11	64181180	64381440	-	inside	102687	97573	Overlapping
658	chr15	64293249	64293793	545	*	peak_312140	ENSG00000169118.18	64165525	64356173	-	inside	62924	62380	Overlapping
659	chr15	64293249	64293793	545	*	peak_312140	ENSG00000259316.11	64181180	64381440	-	inside	88191	87647	Overlapping
660	chr15	64492562	64495069	2508	*	peak_312252	ENSG00000180357.9	64460742	64686068	+	inside	31820	31820	Overlapping
661	chr15	65540299	65540901	603	*	peak_312767	ENSG00000074696.13	65530418	65578349	+	inside	9881	9881	Overlapping
662	chr15	65596923	65599807	2885	*	peak_312809	ENSG00000138614.15	65578753	65611289	-	inside	14366	11482	Overlapping
663	chr15	66186372	66189177	2806	*	peak_313119	ENSG00000157890.17	65895079	66253747	-	inside	67375	64570	Overlapping
664	chr15	66507014	66509146	2133	*	peak_313277	ENSG00000174442.12	66504959	66550130	+	inside	2055	2055	Overlapping
665	chr15	66507014	66509146	2133	*	peak_313277	ENSG00000174444.15	66498015	66524532	-	inside	17518	8999	Overlapping
666	chr15	66515146	66517360	2215	*	peak_313280	ENSG00000174442.12	66504959	66550130	+	inside	10187	10187	Overlapping
667	chr15	66515146	66517360	2215	*	peak_313280	ENSG00000174444.15	66498015	66524532	-	inside	9386	7172	Overlapping
668	chr15	67679724	67681660	1937	*	peak_313687	ENSG00000137764.20	67542703	67807117	+	inside	137021	125457	Overlapping
669	chr15	69079080	69085583	6504	*	peak_314195	ENSG00000212766.9	69072926	69095820	+	inside	6154	6154	Overlapping
670	chr15	69079080	69085583	6504	*	peak_314195	ENSG00000259222.2	69080879	69099987	+	overlapStart	-1799	1799	Overlapping
671	chr15	69432750	69435175	2426	*	peak_314378	ENSG00000137807.15	69414246	69448427	+	inside	18504	13252	Overlapping
672	chr15	69432750	69435175	2426	*	peak_314378	ENSG00000259191.2	69434466	69435120	-	includeFeature	2370	55	Overlapping
673	chr15	70735160	70769358	34199	*	peak_314948	ENSG00000137831.15	70654554	70763558	-	overlapStart	28398	5800	Overlapping
674	chr15	70735160	70769358	34199	*	peak_314948	ENSG00000259532.1	70748932	70754177	+	includeFeature	-13772	13772	Overlapping
675	chr15	70735160	70769358	34199	*	peak_314948	ENSG00000259624.1	70768011	70778868	-	overlapEnd	43708	1347	Overlapping
676	chr15	70735160	70769358	34199	*	peak_314948	ENSG00000274297.1	70758269	70758856	-	includeFeature	23696	10502	Overlapping
677	chr15	70907106	70907808	703	*	peak_315005	ENSG00000137821.11	70853239	71053657	+	inside	53867	53867	Overlapping
678	chr15	71825465	71827466	2002	*	peak_315348	ENSG00000066933.16	71822291	72118577	-	inside	293112	3174	Overlapping
679	chr15	72738945	72739316	372	*	peak_315821	ENSG00000140463.14	72686179	72738475	+	downstream	52766	470	Overlapping
680	chr15	74238372	74243299	4928	*	peak_316525	ENSG00000140481.15	74202705	74336472	+	inside	35667	35667	Overlapping
681	chr15	77943598	77945561	1964	*	peak_318177	ENSG00000214646.8	77941442	77944582	-	overlapStart	984	979	Overlapping
682	chr15	77973818	77976300	2483	*	peak_318189	ENSG00000261143.1	77976042	77993057	+	overlapStart	-2224	258	Overlapping
683	chr15	82165434	82166533	1100	*	peak_319985	ENSG00000140598.15	82130233	82262734	-	inside	97300	35201	Overlapping
684	chr15	82169219	82169548	330	*	peak_319987	ENSG00000140598.15	82130233	82262734	-	inside	93515	38986	Overlapping
685	chr15	84814034	84877783	63750	*	peak_320798	ENSG00000136383.6	84816680	84873482	+	includeFeature	-2646	2646	Overlapping
686	chr15	84814034	84877783	63750	*	peak_320798	ENSG00000200991.1	84852498	84852615	-	includeFeature	38581	25168	Overlapping
687	chr15	89576989	89578616	1628	*	peak_322441	ENSG00000140534.13	89575482	89631056	+	inside	1507	1507	Overlapping
688	chr15	89576989	89578616	1628	*	peak_322441	ENSG00000259713.1	89518523	89591956	+	inside	58466	13340	Overlapping
689	chr15	89581797	89582000	204	*	peak_322445	ENSG00000140534.13	89575482	89631056	+	inside	6315	6315	Overlapping
690	chr15	89581797	89582000	204	*	peak_322445	ENSG00000259615.1	89579765	89582297	-	inside	500	297	Overlapping
691	chr15	89581797	89582000	204	*	peak_322445	ENSG00000259713.1	89518523	89591956	+	inside	63274	9956	Overlapping
692	chr15	89726332	89729742	3411	*	peak_322511	ENSG00000140527.15	89690811	89743638	+	inside	35521	13896	Overlapping
693	chr15	90984611	90985361	751	*	peak_322945	ENSG00000198901.14	90966040	90995629	-	inside	11018	10268	Overlapping
694	chr15	90984611	90985361	751	*	peak_322945	ENSG00000258725.2	90966340	90988625	+	inside	18271	3264	Overlapping
695	chr15	90984611	90985361	751	*	peak_322945	ENSG00000284946.1	90966190	91022566	-	inside	37955	18421	Overlapping
696	chr15	92761421	92761624	204	*	peak_323625	ENSG00000185442.13	92617448	92809884	-	inside	48463	48260	Overlapping
697	chr15	100130785	100132932	2148	*	peak_326083	ENSG00000140470.14	99971437	100342005	-	inside	211220	159348	Overlapping
698	chr15	100627114	100633290	6177	*	peak_326290	ENSG00000183475.12	100602534	100651705	+	inside	24580	18415	Overlapping
699	chr15	100963421	100969900	6480	*	peak_326416	ENSG00000154237.13	100919327	101078257	+	inside	44094	44094	Overlapping
700	chr15_KI270727v1_random	52381	52529	149	*	peak_326820	NA	NA	NA	NA	NA	NA	NA	NA
701	chr16	422196	431209	9014	*	peak_327041	ENSG00000090565.16	425649	523011	+	overlapStart	-3453	3453	Overlapping
702	chr16	422196	431209	9014	*	peak_327041	ENSG00000276984.1	424243	424543	-	includeFeature	2347	2047	Overlapping
703	chr16	2022568	2034518	11951	*	peak_327836	ENSG00000065054.14	2025356	2039026	+	overlapStart	-2788	2788	Overlapping
704	chr16	3255415	3260827	5413	*	peak_328361	ENSG00000103313.12	3242028	3256627	-	overlapStart	1212	1212	Overlapping
705	chr16	4084235	4100281	16047	*	peak_328707	ENSG00000162104.10	3953387	4116442	-	inside	32207	16161	Overlapping
706	chr16	4181409	4185766	4358	*	peak_328743	ENSG00000263105.1	4180117	4183515	-	overlapStart	2106	1292	Overlapping
707	chr16	9070129	9070743	615	*	peak_330318	ENSG00000261392.1	9068554	9072412	+	inside	1575	1575	Overlapping
708	chr16	10556041	10583518	27478	*	peak_330903	ENSG00000213853.10	10528422	10580632	-	overlapStart	24591	2886	Overlapping
709	chr16	10556041	10583518	27478	*	peak_330903	ENSG00000260310.1	10576499	10578183	-	includeFeature	22142	5335	Overlapping
710	chr16	11823444	11826123	2680	*	peak_331377	ENSG00000262117.5	11819829	11828845	-	inside	5401	2722	Overlapping
711	chr16	12081868	12083022	1155	*	peak_331486	ENSG00000048471.14	11976734	12574287	+	inside	105134	105134	Overlapping
712	chr16	12081868	12083022	1155	*	peak_331486	ENSG00000241641.1	12081237	12081902	+	overlapEnd	631	34	Overlapping
713	chr16	12308837	12309358	522	*	peak_331595	ENSG00000048471.14	11976734	12574287	+	inside	332103	264929	Overlapping
714	chr16	20809563	20810017	455	*	peak_334259	ENSG00000005189.19	20806429	20849668	+	inside	3134	3134	Overlapping
715	chr16	20809563	20810017	455	*	peak_334259	ENSG00000196678.14	20780193	20900349	-	inside	90786	29370	Overlapping
716	chr16	20814117	20815794	1678	*	peak_334265	ENSG00000005189.19	20806429	20849668	+	inside	7688	7688	Overlapping
717	chr16	20814117	20815794	1678	*	peak_334265	ENSG00000196678.14	20780193	20900349	-	inside	86232	33924	Overlapping
718	chr16	21723025	21723392	368	*	peak_334553	ENSG00000155719.17	21663971	21761935	+	inside	59054	38543	Overlapping
719	chr16	24075968	24077182	1215	*	peak_335426	ENSG00000166501.14	23835983	24220611	+	inside	239985	143429	Overlapping
720	chr16	28530645	28545140	14496	*	peak_336781	ENSG00000176046.8	28532708	28539174	-	includeFeature	8529	2063	Overlapping
721	chr16	29793483	29796231	2749	*	peak_337211	ENSG00000079616.12	29790719	29805385	+	inside	2764	2764	Overlapping
722	chr16	30784189	30788683	4495	*	peak_337586	ENSG00000102870.6	30778456	30787205	-	overlapStart	3016	1478	Overlapping
723	chr16	30802564	30810124	7561	*	peak_337594	NA	NA	NA	NA	NA	NA	NA	NA
724	chr16	31024531	31026588	2058	*	peak_337707	NA	NA	NA	NA	NA	NA	NA	NA
725	chr16	46574697	46577723	3027	*	peak_338173	ENSG00000171241.9	46578591	46621379	-	downstream	46682	868	Overlapping
726	chr16	46574697	46577723	3027	*	peak_338173	ENSG00000260251.1	46573763	46575094	+	overlapEnd	934	397	Overlapping
727	chr16	46581213	46585598	4386	*	peak_338176	ENSG00000171241.9	46578591	46621379	-	inside	40166	2622	Overlapping
728	chr16	46615888	46618056	2169	*	peak_338189	ENSG00000171241.9	46578591	46621379	-	inside	5491	3323	Overlapping
729	chr16	47113262	47114506	1245	*	peak_338353	ENSG00000171208.9	47077703	47143997	-	inside	30735	29491	Overlapping
730	chr16	51311522	51313942	2421	*	peak_340065	ENSG00000285367.1	51150770	51442519	+	inside	160752	128577	Overlapping
731	chr16	53599826	53601721	1896	*	peak_340936	ENSG00000103494.14	53598153	53703938	-	inside	104112	1673	Overlapping
732	chr16	56615771	56634722	18952	*	peak_342117	ENSG00000169715.14	56625475	56627112	+	includeFeature	-9704	7610	Overlapping
733	chr16	56615771	56634722	18952	*	peak_342117	ENSG00000205364.4	56632659	56633981	+	includeFeature	-16888	741	Overlapping
734	chr16	56615771	56634722	18952	*	peak_342117	ENSG00000260549.1	56617476	56618818	+	includeFeature	-1705	1705	Overlapping
735	chr16	56817844	56818106	263	*	peak_342214	ENSG00000102900.13	56730118	56850286	+	inside	87726	32180	Overlapping
736	chr16	56833830	56834070	241	*	peak_342226	ENSG00000102900.13	56730118	56850286	+	inside	103712	16216	Overlapping
737	chr16	64445132	64447977	2846	*	peak_344357	ENSG00000259846.1	64364781	64600247	+	inside	80351	80351	Overlapping
738	chr16	64488454	64488807	354	*	peak_344375	ENSG00000259846.1	64364781	64600247	+	inside	123673	111440	Overlapping
739	chr16	66821977	66822234	258	*	peak_345404	ENSG00000159593.15	66802875	66873256	-	inside	51279	19102	Overlapping
740	chr16	66995115	67001842	6728	*	peak_345471	ENSG00000172824.16	66988589	67009758	+	inside	6526	6526	Overlapping
741	chr16	72424499	72430419	5921	*	peak_347582	ENSG00000260664.2	72425948	72533892	+	overlapStart	-1449	1449	Overlapping
742	chr16	72424499	72430419	5921	*	peak_347582	ENSG00000261008.7	72236281	72665014	-	inside	240515	188218	Overlapping
743	chr16	72469852	72470155	304	*	peak_347591	ENSG00000260664.2	72425948	72533892	+	inside	43904	43904	Overlapping
744	chr16	72469852	72470155	304	*	peak_347591	ENSG00000261008.7	72236281	72665014	-	inside	195162	194859	Overlapping
745	chr16	72502370	72503069	700	*	peak_347605	ENSG00000260664.2	72425948	72533892	+	inside	76422	30823	Overlapping
746	chr16	72502370	72503069	700	*	peak_347605	ENSG00000261008.7	72236281	72665014	-	inside	162644	161945	Overlapping
747	chr16	72609033	72610065	1033	*	peak_347642	ENSG00000261008.7	72236281	72665014	-	inside	55981	54949	Overlapping
748	chr16	72722174	72723534	1361	*	peak_347686	ENSG00000259768.6	72665123	72822781	+	inside	57051	57051	Overlapping
749	chr16	73014546	73084717	70172	*	peak_347796	ENSG00000140836.17	72782885	73891871	-	inside	877325	231661	Overlapping
